Surrogate_Key,Player,Age,G,GS,MP_PERGAME,FG_PERGAME,FGA_PERGAME,FG%_PERGAME,3P_PERGAME,3PA_PERGAME,3P%_PERGAME,2P_PERGAME,2PA_PERGAME,2P%_PERGAME,eFG%_PERGAME,FT_PERGAME,FTA_PERGAME,FT%_PERGAME,ORB_PERGAME,DRB_PERGAME,TRB_PERGAME,AST_PERGAME,STL_PERGAME,BLK_PERGAME,TOV_PERGAME,PF_PERGAME,PTS_PERGAME,PER_ADVANCED,TS%_ADVANCED,3PAr_ADVANCED,FTr_ADVANCED,ORB%_ADVANCED,DRB%_ADVANCED,TRB%_ADVANCED,AST%_ADVANCED,STL%_ADVANCED,BLK%_ADVANCED,TOV%_ADVANCED,USG%_ADVANCED,OWS_ADVANCED,DWS_ADVANCED,WS_ADVANCED,WS/48_ADVANCED,OBPM_ADVANCED,DBPM_ADVANCED,BPM_ADVANCED,VORP_ADVANCED,MP_TOTAL,FG_TOTAL,FGA_TOTAL,FG%_TOTAL,3P_TOTAL,3PA_TOTAL,3P%_TOTAL,2P_TOTAL,2PA_TOTAL,2P%_TOTAL,eFG%_TOTAL,FT_TOTAL,FTA_TOTAL,FT%_TOTAL,ORB_TOTAL,DRB_TOTAL,TRB_TOTAL,AST_TOTAL,STL_TOTAL,BLK_TOTAL,TOV_TOTAL,PF_TOTAL,PTS_TOTAL,Seed,PCT,MVP Rank,MVP Votes Share,Season
355,Garrison Mathews,25,65,33,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,11.0,0.602,0.837,0.39,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,2.2,0.5,2.8,0.078,-1.3,-1.0,-2.3,-0.1,1712,184,461,0.399,139,386,0.36,45,75,0.6,0.55,143,180,0.794,32,158,190,64,57,24,41,168,650,30.0,0.24390243902439024,0,0.0,0
356,Dakota Mathias,26,6,0,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,11.0,0.5,1.0,0.0,0.0,13.4,6.5,8.0,3.0,0.0,0.0,15.4,0.0,0.0,0.0,0.114,-1.4,1.7,0.3,0.0,16,2,6,0.333,2,6,0.333,0,0,0.0,0.5,0,0,0.0,0,2,2,1,1,0,0,1,6,2.0,0.6829268292682927,0,0.0,0
357,Wesley Matthews,35,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,0.056,-3.0,-0.3,-3.3,-0.3,1002,87,220,0.395,53,157,0.338,34,63,0.54,0.516,22,28,0.786,30,62,92,36,23,8,18,87,249,7.0,0.6219512195121951,0,0.0,0
358,Tyrese Maxey,21,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8,2650,483,995,0.485,132,309,0.427,351,686,0.512,0.552,213,246,0.866,26,214,240,321,55,32,88,156,1311,8.0,0.6219512195121951,0,0.0,0
359,Skylar Mays,24,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,0.2,0.1,0.3,0.061,-1.2,-0.8,-2.0,0.0,220,32,64,0.5,8,25,0.32,24,39,0.615,0.563,8,9,0.889,5,20,25,17,7,0,10,9,80,16.0,0.524390243902439,0,0.0,0
360,Miles McBride,21,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1.0,-4.5,-0.2,372,32,108,0.296,17,68,0.25,15,40,0.375,0.375,8,12,0.667,4,38,42,41,14,1,5,45,89,19.0,0.45121951219512196,0,0.0,0
361,Mac McClung,23,2,0,12.5,1.5,3.0,0.5,0.5,1.5,0.333,1.0,1.5,0.667,0.583,0.5,0.5,1.0,0.0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4.0,5.2,0.621,0.5,0.167,0.0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0.0,0.0,0.0,-0.043,-8.4,-1.2,-9.6,0.0,25,3,6,0.5,1,3,0.333,2,3,0.667,0.583,1,1,1.0,0,3,3,1,1,1,3,5,8,0.0,0.0,0,0.0,0
362,CJ McCollum,30,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1,2145,536,1164,0.46,182,469,0.388,354,695,0.509,0.539,116,170,0.682,53,216,269,315,70,22,127,121,1370,0.0,0.0,0,0.0,0
363,T.J. McConnell,29,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1.0,0.4,1.3,0.098,-0.4,1.4,0.9,0.5,652,100,208,0.481,10,33,0.303,90,175,0.514,0.505,19,23,0.826,20,70,90,131,29,10,29,53,229,26.0,0.3048780487804878,0,0.0,0
364,Jaden McDaniels,21,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,1803,255,554,0.46,80,252,0.317,175,302,0.579,0.532,57,71,0.803,76,217,293,79,52,54,75,224,647,13.0,0.5609756097560976,0,0.0,0
365,Jalen McDaniels,24,55,2,16.3,2.2,4.6,0.484,0.7,2.0,0.38,1.5,2.7,0.562,0.565,1.0,1.3,0.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,12.7,0.595,0.425,0.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,1.0,0.7,1.7,0.093,-1.9,-0.4,-2.3,-0.1,895,123,254,0.484,41,108,0.38,82,146,0.562,0.565,53,72,0.736,37,133,170,58,26,22,36,93,340,17.0,0.524390243902439,0,0.0,0
366,Doug McDermott,30,51,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.512,0.578,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,0.062,-0.4,-2.1,-2.5,-0.1,1223,215,465,0.462,108,256,0.422,107,209,0.512,0.578,40,51,0.784,18,97,115,64,13,6,43,79,578,22.0,0.4146341463414634,0,0.0,0
367,JaVale McGee,34,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,22.6,0.651,0.02,0.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,0.201,-0.1,0.9,0.8,0.8,1172,288,458,0.629,2,9,0.222,286,449,0.637,0.631,102,146,0.699,163,333,496,42,22,81,98,181,680,1.0,0.7804878048780488,0,0.0,0
368,Cameron McGriff,24,3,0,15.3,1.7,4.7,0.357,0.7,2.0,0.333,1.0,2.7,0.375,0.429,0.7,0.7,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,0.1,0.0,0.1,0.097,-1.0,-3.0,-4.0,0.0,46,5,14,0.357,2,6,0.333,3,8,0.375,0.429,2,2,1.0,6,9,15,3,0,1,0,7,14,25.0,0.32926829268292684,0,0.0,0
369,Rodney McGruder,30,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,11.6,0.577,0.649,0.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,0.075,-0.7,-0.7,-1.4,0.1,754,98,225,0.436,58,146,0.397,40,79,0.506,0.564,19,26,0.731,31,80,111,48,21,7,24,58,273,28.0,0.2804878048780488,0,0.0,0
370,Alfonzo McKinnie,29,17,3,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.9,2.0,0.441,0.467,0.1,0.5,0.25,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,5.6,0.457,0.443,0.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9.0,-0.4,206,24,61,0.393,9,27,0.333,15,34,0.441,0.467,2,8,0.25,13,20,33,5,2,3,7,26,59,12.0,0.5609756097560976,0,0.0,0
371,JaQuori McLaughlin,24,4,0,2.8,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,-2.9,0.0,0.5,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,8.2,0.0,0.0,0.0,-0.101,-9.4,-4.2,-13.6,0.0,11,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,5.0,0.6341463414634146,0,0.0,0
372,Jordan McLaughlin,25,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1.0,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,1.3,1.0,2.3,0.123,-1.2,1.6,0.4,0.6,902,88,200,0.44,27,85,0.318,61,115,0.53,0.508,30,40,0.75,22,72,94,180,57,10,38,54,233,13.0,0.5609756097560976,0,0.0,0
373,Ben McLemore,28,64,6,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1.0,1.9,0.533,0.541,1.1,1.4,0.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,11.7,0.567,0.774,0.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,0.031,-0.7,-2.5,-3.2,-0.4,1285,216,539,0.401,151,417,0.362,65,122,0.533,0.541,72,88,0.818,12,91,103,59,38,10,55,103,655,25.0,0.32926829268292684,0,0.0,0
374,De'Anthony Melton,23,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,15.2,0.529,0.535,0.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,0.9,2.8,3.7,0.107,0.3,1.6,1.9,1.6,1657,281,695,0.404,139,372,0.374,142,323,0.44,0.504,90,120,0.75,64,264,328,194,104,39,112,128,791,2.0,0.6829268292682927,0,0.0,0
375,Sam Merrill,25,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,0.0,0.0,0.0,0.029,-2.2,-3.4,-5.6,-0.1,58,8,24,0.333,7,23,0.304,1,1,1.0,0.479,2,4,0.5,1,6,7,4,0,0,2,3,25,2.0,0.6829268292682927,0,0.0,0
376,Chimezie Metu,24,60,20,21.3,3.4,7.5,0.452,1.0,3.1,0.306,2.4,4.4,0.555,0.516,1.2,1.5,0.78,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6,8.9,13.4,0.546,0.414,0.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.1,1.4,1.5,0.056,-1.6,0.1,-1.5,0.2,1279,203,449,0.452,57,186,0.306,146,263,0.555,0.516,71,91,0.78,34,301,335,60,51,32,61,93,534,24.0,0.36585365853658536,0,0.0,0
377,Khris Middleton,30,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,18.1,0.577,0.425,0.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,3.2,2.2,5.3,0.119,1.9,-0.3,1.6,1.9,2141,452,1021,0.443,162,434,0.373,290,587,0.494,0.522,259,291,0.89,41,315,356,358,76,18,190,160,1325,7.0,0.6219512195121951,0,0.0,0
378,C.J. Miles,34,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-16.3,0.0,-16.3,0.0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,6.0,0.6219512195121951,0,0.0,0
379,Patty Mills,33,81,48,29.0,4.0,9.8,0.408,2.8,7.0,0.4,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,10.4,0.563,0.715,0.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.9,0.9,2.8,0.058,-0.3,-1.4,-1.7,0.2,2346,324,794,0.408,227,568,0.4,97,226,0.429,0.551,48,59,0.814,18,138,156,183,51,17,73,112,923,14.0,0.5365853658536586,0,0.0,0
380,Paul Millsap,36,33,1,11.4,1.4,3.5,0.391,0.2,1.1,0.229,1.1,2.4,0.463,0.426,0.5,0.7,0.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0,3.5,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,0.0,0.5,0.5,0.061,-3.7,0.3,-3.4,-0.1,376,45,115,0.391,8,35,0.229,37,80,0.463,0.426,17,24,0.708,41,73,114,29,10,13,19,67,115,0.0,0.0,0,0.0,0
381,Shake Milton,25,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,11.9,0.517,0.33,0.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1.0,1.7,0.069,-1.6,-0.6,-2.2,-0.1,1179,173,403,0.429,43,133,0.323,130,270,0.481,0.483,61,73,0.836,30,112,142,139,28,17,44,99,450,8.0,0.6219512195121951,0,0.0,0
382,Davion Mitchell,23,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,10.8,0.489,0.38,0.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,-0.5,0.6,0.1,0.003,-2.1,-1.7,-3.8,-0.9,2076,352,843,0.418,101,320,0.316,251,523,0.48,0.477,56,85,0.659,33,133,166,313,55,24,114,141,861,24.0,0.36585365853658536,0,0.0,0
383,Donovan Mitchell,25,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,4.7,2.5,7.2,0.152,4.6,-0.3,4.3,3.6,2266,617,1376,0.448,232,654,0.355,385,722,0.533,0.533,267,313,0.853,55,227,282,358,99,12,200,164,1733,9.0,0.5975609756097561,0,0.0,0
384,Evan Mobley,20,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,16.1,0.549,0.111,0.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,1.5,3.7,5.2,0.107,-0.9,1.5,0.6,1.5,2331,422,830,0.508,23,92,0.25,399,738,0.541,0.522,167,252,0.663,143,427,570,174,56,115,133,147,1034,15.0,0.5365853658536586,0,0.0,0
385,Malik Monk,23,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,14.4,0.597,0.535,0.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,2.3,1.4,3.6,0.081,0.5,-1.0,-0.5,0.8,2139,391,826,0.473,173,442,0.391,218,384,0.568,0.578,93,117,0.795,37,219,256,218,61,29,122,138,1048,23.0,0.4024390243902439,0,0.0,0
386,Greg Monroe,31,14,0,13.9,2.3,4.1,0.561,0.0,0.0,0.0,2.3,4.1,0.561,0.561,0.9,1.6,0.522,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4,19.5,0.566,0.0,0.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,0.4,0.3,0.7,0.169,-0.3,0.7,0.4,0.1,195,32,57,0.561,0,0,0.0,32,57,0.561,0.561,12,23,0.522,30,34,64,22,8,10,12,24,76,0.0,0.0,0,0.0,0
387,Moses Moody,19,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,10.5,0.573,0.601,0.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,0.101,-1.4,-1.1,-2.5,-0.1,607,80,183,0.437,40,110,0.364,40,73,0.548,0.546,28,36,0.778,17,63,80,23,7,10,13,43,228,3.0,0.6463414634146342,0,0.0,0
388,Xavier Moon,27,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2.0,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,16.2,0.545,0.275,0.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,0.2,0.2,0.3,0.121,-1.1,1.0,-0.1,0.1,137,25,51,0.49,5,14,0.357,20,37,0.541,0.539,3,5,0.6,2,12,14,24,7,3,6,9,58,18.0,0.5121951219512195,0,0.0,0
389,Matt Mooney,24,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,-0.1,0.0,0.0,-0.915,-33.9,11.5,-22.3,0.0,2,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,19.0,0.45121951219512196,0,0.0,0
390,Ja Morant,22,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,24.4,0.575,0.218,0.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,4.6,2.1,6.7,0.171,6.2,-0.1,6.1,3.9,1889,580,1177,0.493,88,256,0.344,492,921,0.534,0.53,316,415,0.761,77,248,325,384,66,22,196,86,1564,2.0,0.6829268292682927,7,0.01,2021-22
391,Juwan Morgan,24,2,0,15.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2.5,8.3,0.833,0.667,0.0,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,0.1,0.0,0.1,0.124,-3.3,-3.9,-7.1,0.0,31,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,0.0,2,2,4,1,0,0,0,3,5,0.0,0.0,0,0.0,0
392,Jaylen Morris,26,3,0,5.3,0.0,2.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.7,1.3,0.5,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7,-11.4,0.129,0.333,0.667,0.0,13.2,6.6,14.0,0.0,0.0,11.4,23.1,-0.1,0.0,-0.1,-0.376,-15.8,-5.7,-21.5,-0.1,16,0,6,0.0,0,2,0.0,0,4,0.0,0.0,2,4,0.5,0,2,2,2,0,0,1,2,2,22.0,0.4146341463414634,0,0.0,0
393,Marcus Morris,32,54,54,29.0,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,13.7,0.549,0.398,0.214,1.8,14.0,8.1,11.3,0.9,1.0,8.4,23.2,0.9,1.5,2.4,0.074,-0.3,-1.0,-1.4,0.3,1564,300,691,0.434,101,275,0.367,199,416,0.478,0.507,129,148,0.872,26,213,239,113,28,18,69,115,830,18.0,0.5121951219512195,0,0.0,0
394,Markieff Morris,32,17,1,17.5,3.2,6.7,0.474,0.8,2.3,0.333,2.4,4.4,0.547,0.531,0.5,0.5,0.889,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,0.0,0.3,0.3,0.054,-1.5,-0.4,-1.9,0.0,298,54,114,0.474,13,39,0.333,41,75,0.547,0.531,8,9,0.889,17,28,45,23,6,1,20,33,129,4.0,0.6463414634146342,0,0.0,0
395,Monte Morris,26,75,74,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,14.7,0.583,0.406,0.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0.0,1.1,2239,374,773,0.484,124,314,0.395,250,459,0.545,0.564,73,84,0.869,27,199,226,333,56,14,78,92,945,10.0,0.5853658536585366,0,0.0,0
396,Emmanuel Mudiay,25,2,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,12.3,0.399,0.0,2.0,0.0,0.0,0.0,43.4,4.4,0.0,21.0,18.6,0.0,0.0,0.0,0.023,-2.7,1.5,-1.2,0.0,11,0,2,0.0,0,0,0.0,0,2,0.0,0.0,3,4,0.75,0,0,0,4,1,0,1,1,3,24.0,0.36585365853658536,0,0.0,0
397,Mychal Mulder,27,17,3,14.1,1.4,4.5,0.312,1.0,3.2,0.315,0.4,1.4,0.304,0.422,0.2,0.2,1.0,0.1,1.3,1.4,0.3,0.2,0.1,0.5,0.8,4.1,3.7,0.438,0.701,0.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,-0.4,0.1,-0.2,-0.05,-5.9,-1.8,-7.7,-0.3,239,24,77,0.312,17,54,0.315,7,23,0.304,0.422,4,4,1.0,2,22,24,5,4,2,8,13,69,0.0,0.0,0,0.0,0
398,Ade Murkey,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,24.0,0.36585365853658536,0,0.0,0
399,Trey Murphy III,21,62,1,13.9,1.8,4.5,0.394,1.1,3.0,0.382,0.6,1.5,0.418,0.522,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,0.104,0.2,-1.4,-1.2,0.2,864,109,277,0.394,71,186,0.382,38,91,0.418,0.522,45,51,0.882,47,100,147,38,23,7,16,60,334,20.0,0.43902439024390244,0,0.0,0
400,Dejounte Murray,25,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,22.3,0.533,0.237,0.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,3.9,3.4,7.3,0.149,3.7,1.7,5.4,4.4,2366,573,1241,0.462,96,294,0.327,477,947,0.504,0.5,196,247,0.794,80,483,563,627,138,23,180,138,1438,22.0,0.4146341463414634,0,0.0,0
401,Mike Muscala,30,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1.0,2.0,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,0.17,3.8,1.2,5.0,1.1,592,113,248,0.456,70,163,0.429,43,85,0.506,0.597,48,57,0.842,21,108,129,22,18,26,14,58,344,27.0,0.2926829268292683,0,0.0,0
402,Svi Mykhailiuk,24,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1.0,4.6,9.6,0.509,0.573,0.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,0.052,-2.7,-0.2,-2.9,-0.2,716,91,234,0.389,41,134,0.306,50,100,0.5,0.476,32,37,0.865,20,72,92,45,26,4,32,54,255,11.0,0.5853658536585366,0,0.0,0
403,Abdel Nader,28,14,0,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,4.9,0.431,0.4,0.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,-0.3,0.3,0.0,-0.009,-7.1,2.2,-5.0,-0.1,145,12,35,0.343,4,14,0.286,8,21,0.381,0.4,6,10,0.6,4,23,27,7,8,4,11,20,34,1.0,0.7804878048780488,0,0.0,0
